32.0 Private 205019.0 Assoc-acdm 12.0 Never-married Sales Not-in-family Black Male 0.0 0.0 50.0 United-States <=50K
32.0 Private 186824.0 HS-grad 9.0 Never-married Machine-op-inspct Unmarried White Male 0.0 0.0 40.0 United-States <=50K
40.0 Private 193524.0 Doctorate 16.0 Married-civ-spouse Prof-specialty Husband White Male 0.0 0.0 60.0 United-States >50K
23.0 Local-gov 190709.0 Assoc-acdm 12.0 Never-married Protective-serv Not-in-family White Male 0.0 0.0 52.0 United-States <=50K
71.0 Self-emp-not-inc 494223.0 Some-college 10.0 Separated Sales Unmarried Black Male 0.0 1816.0 2.0 United-States <=50K
66.0 Local-gov 54826.0 Assoc-voc 11.0 Widowed Prof-specialty Not-in-family White Female 0.0 0.0 20.0 United-States <=50K
35.0 Private 36270.0 HS-grad 9.0 Divorced Craft-repair Not-in-family White Male 0.0 0.0 60.0 United-States <=50K
54.0 Private 176681.0 HS-grad 9.0 Married-civ-spouse Adm-clerical Husband Black Male 0.0 0.0 20.0 United-States <=50K
19.0 Local-gov 27382.0 Some-college 10.0 Never-married Adm-clerical Own-child White Male 0.0 0.0 40.0 United-States <=50K
45.0 Private 187666.0 Assoc-voc 11.0 Widowed Exec-managerial Not-in-family White Female 0.0 0.0 45.0 United-States <=50K
57.0 Federal-gov 425161.0 Masters 14.0 Married-civ-spouse Sales Husband White Male 15024.0 0.0 40.0 United-States >50K
31.0 Private 217460.0 HS-grad 9.0 Married-civ-spouse Transport-moving Husband White Male 0.0 0.0 45.0 United-States >50K
26.0 Private 193945.0 Assoc-acdm 12.0 Never-married Tech-support Not-in-family White Male 0.0 0.0 45.0 United-States <=50K
22.0 Private 199698.0 Some-college 10.0 Never-married Sales Own-child White Male 0.0 0.0 15.0 United-States <=50K
58.0 Self-emp-not-inc 321171.0 HS-grad 9.0 Married-civ-spouse Handlers-cleaners Husband White Male 0.0 0.0 40.0 United-States <=50K
62.0 Private 270092.0 Masters 14.0 Married-civ-spouse Prof-specialty Husband White Male 0.0 0.0 40.0 United-States >50K
54.0 Private 174319.0 HS-grad 9.0 Divorced Transport-moving Not-in-family White Male 0.0 0.0 40.0 United-States <=50K
33.0 Private 228528.0 10th 6.0 Never-married Craft-repair Unmarried White Female 0.0 0.0 35.0 United-States <=50K
34.0 Local-gov 284843.0 HS-grad 9.0 Never-married Farming-fishing Not-in-family Black Male 594.0 0.0 60.0 United-States <=50K
22.0 Private 281432.0 Some-college 10.0 Never-married Handlers-cleaners Own-child White Male 0.0 0.0 30.0 United-States <=50K
34.0 Private 187251.0 HS-grad 9.0 Divorced Prof-specialty Unmarried White Female 0.0 0.0 25.0 United-States <=50K
41.0 Private 343121.0 HS-grad 9.0 Divorced Adm-clerical Unmarried White Female 0.0 0.0 36.0 United-States <=50K
19.0 Private 217039.0 Some-college 10.0 Never-married Adm-clerical Own-child White Male 0.0 0.0 28.0 United-States <=50K
30.0 Private 369027.0 HS-grad 9.0 Married-civ-spouse Transport-moving Husband Black Male 0.0 0.0 45.0 United-States <=50K
38.0 State-gov 143774.0 Some-college 10.0 Separated Exec-managerial Not-in-family White Female 0.0 0.0 45.0 United-States <=50K
24.0 Private 172146.0 9th 5.0 Never-married Machine-op-inspct Not-in-family White Male 0.0 1721.0 40.0 United-States <=50K
46.0 Private 295566.0 Doctorate 16.0 Divorced Prof-specialty Unmarried White Female 25236.0 0.0 65.0 United-States >50K
31.0 Private 295697.0 HS-grad 9.0 Separated Other-service Unmarried Black Female 0.0 0.0 40.0 United-States <=50K
35.0 Private 234901.0 Some-college 10.0 Married-civ-spouse Craft-repair Husband White Male 2407.0 0.0 40.0 United-States <=50K
42.0 Private 279914.0 Bachelors 13.0 Married-civ-spouse Tech-support Husband White Male 0.0 0.0 40.0 United-States >50K
22.0 Private 151790.0 Some-college 10.0 Married-civ-spouse Sales Wife White Female 0.0 0.0 30.0 Germany <=50K
37.0 Private 280282.0 Assoc-voc 11.0 Married-civ-spouse Tech-support Wife White Female 0.0 0.0 24.0 United-States >50K
17.0 Private 32607.0 10th 6.0 Never-married Farming-fishing Own-child White Male 0.0 0.0 20.0 United-States <=50K
26.0 Private 280093.0 Some-college 10.0 Never-married Handlers-cleaners Own-child White Male 0.0 0.0 40.0 United-States <=50K
43.0 Private 191547.0 HS-grad 9.0 Married-civ-spouse Farming-fishing Husband White Male 0.0 0.0 40.0 Mexico <=50K
54.0 Self-emp-not-inc 406468.0 HS-grad 9.0 Married-civ-spouse Sales Husband Black Male 0.0 0.0 40.0 United-States <=50K
53.0 Private 68898.0 Some-college 10.0 Married-civ-spouse Tech-support Husband White Male 0.0 0.0 40.0 United-States <=50K
31.0 Private 111567.0 Bachelors 13.0 Never-married Sales Not-in-family White Male 0.0 0.0 40.0 United-States >50K
47.0 Private 335973.0 HS-grad 9.0 Divorced Adm-clerical Unmarried White Female 0.0 0.0 40.0 United-States <=50K
42.0 Private 209370.0 HS-grad 9.0 Separated Sales Not-in-family White Female 0.0 0.0 30.0 United-States <=50K
54.0 Private 377701.0 HS-grad 9.0 Married-civ-spouse Other-service Husband White Male 0.0 0.0 32.0 Mexico <=50K
21.0 Private 163870.0 Some-college 10.0 Never-married Adm-clerical Own-child White Male 0.0 0.0 40.0 United-States <=50K
41.0 Private 293791.0 Assoc-voc 11.0 Married-civ-spouse Transport-moving Husband White Male 0.0 0.0 55.0 United-States <=50K
44.0 Private 193459.0 Assoc-voc 11.0 Married-civ-spouse Craft-repair Husband White Male 3411.0 0.0 40.0 United-States <=50K
61.0 Local-gov 321117.0 HS-grad 9.0 Married-civ-spouse Protective-serv Husband White Male 0.0 0.0 40.0 United-States <=50K
38.0 Private 79619.0 Bachelors 13.0 Married-civ-spouse Sales Husband White Male 0.0 0.0 42.0 United-States >50K
41.0 Self-emp-not-inc 209344.0 HS-grad 9.0 Married-civ-spouse Sales Other-relative White Female 0.0 0.0 40.0 Cuba <=50K
37.0 State-gov 136137.0 Some-college 10.0 Separated Adm-clerical Not-in-family White Male 0.0 0.0 40.0 United-States <=50K
31.0 Private 42900.0 Bachelors 13.0 Never-married Tech-support Not-in-family White Male 0.0 0.0 37.0 United-States <=50K
23.0 Private 181820.0 Some-college 10.0 Never-married Machine-op-inspct Own-child White Male 0.0 0.0 40.0 United-States <=50K
32.0 Private 97429.0 Bachelors 13.0 Divorced Exec-managerial Unmarried White Female 0.0 0.0 40.0 Canada <=50K
51.0 Private 246519.0 10th 6.0 Married-civ-spouse Handlers-cleaners Husband White Male 2105.0 0.0 45.0 United-States <=50K
40.0 Private 260696.0 HS-grad 9.0 Never-married Adm-clerical Not-in-family White Female 0.0 0.0 40.0 United-States <=50K
48.0 Private 329778.0 HS-grad 9.0 Widowed Other-service Unmarried White Female 0.0 0.0 40.0 United-States <=50K
19.0 Private 213644.0 HS-grad 9.0 Never-married Machine-op-inspct Not-in-family White Male 0.0 0.0 40.0 United-States <=50K
36.0 Federal-gov 218542.0 Assoc-acdm 12.0 Married-civ-spouse Adm-clerical Wife White Female 0.0 0.0 40.0 United-States >50K
46.0 Private 161508.0 10th 6.0 Never-married Machine-op-inspct Not-in-family Black Male 0.0 0.0 40.0 United-States <=50K
17.0 Private 197850.0 11th 7.0 Never-married Adm-clerical Own-child Asian-Pac-Islander Female 0.0 0.0 24.0 United-States <=50K
37.0 Self-emp-inc 395831.0 Bachelors 13.0 Married-civ-spouse Exec-managerial Husband White Male 0.0 0.0 80.0 United-States >50K
49.0 Private 245305.0 10th 6.0 Married-civ-spouse Transport-moving Husband Black Male 0.0 0.0 42.0 United-States >50K
48.0 Self-emp-not-inc 65535.0 HS-grad 9.0 Married-civ-spouse Farming-fishing Husband White Male 0.0 0.0 50.0 United-States <=50K
54.0 Private 206369.0 HS-grad 9.0 Married-civ-spouse Machine-op-inspct Husband White Male 5178.0 0.0 50.0 United-States >50K
55.0 Self-emp-not-inc 179715.0 10th 6.0 Married-civ-spouse Craft-repair Husband White Male 0.0 0.0 18.0 United-States <=50K
38.0 Private 187069.0 HS-grad 9.0 Married-civ-spouse Transport-moving Husband White Male 0.0 0.0 45.0 United-States <=50K
27.0 Private 377680.0 Assoc-voc 11.0 Never-married Sales Not-in-family White Male 0.0 0.0 50.0 United-States <=50K
21.0 Private 32616.0 HS-grad 9.0 Never-married Other-service Not-in-family White Female 0.0 1719.0 16.0 United-States <=50K
45.0 Private 99179.0 11th 7.0 Widowed Adm-clerical Unmarried White Female 0.0 0.0 40.0 United-States <=50K
46.0 Local-gov 272780.0 Some-college 10.0 Married-civ-spouse Prof-specialty Husband White Male 0.0 0.0 24.0 United-States <=50K
21.0 Private 126314.0 Some-college 10.0 Never-married Other-service Own-child White Male 0.0 0.0 10.0 United-States <=50K
46.0 Private 243190.0 HS-grad 9.0 Married-civ-spouse Adm-clerical Wife White Female 7688.0 0.0 40.0 United-States >50K
51.0 Local-gov 159755.0 Masters 14.0 Married-civ-spouse Prof-specialty Husband White Male 0.0 0.0 40.0 United-States >50K
23.0 Private 120172.0 Bachelors 13.0 Never-married Exec-managerial Not-in-family White Male 0.0 0.0 40.0 United-States <=50K
44.0 Private 54611.0 Some-college 10.0 Divorced Machine-op-inspct Not-in-family White Male 0.0 0.0 50.0 United-States <=50K
35.0 Private 204621.0 Assoc-acdm 12.0 Divorced Other-service Own-child White Female 0.0 0.0 40.0 United-States <=50K
34.0 Private 229732.0 Assoc-voc 11.0 Married-civ-spouse Craft-repair Husband White Male 0.0 0.0 40.0 United-States <=50K
23.0 Private 460046.0 HS-grad 9.0 Separated Exec-managerial Unmarried White Female 0.0 0.0 42.0 United-States <=50K
58.0 Local-gov 160586.0 HS-grad 9.0 Married-civ-spouse Farming-fishing Husband White Male 0.0 0.0 40.0 United-States <=50K
47.0 State-gov 30575.0 Some-college 10.0 Married-civ-spouse Prof-specialty Husband White Male 0.0 0.0 50.0 United-States <=50K
41.0 Local-gov 22155.0 Masters 14.0 Divorced Prof-specialty Unmarried White Female 0.0 0.0 60.0 United-States <=50K
58.0 Private 187487.0 HS-grad 9.0 Married-civ-spouse Machine-op-inspct Husband White Male 0.0 0.0 40.0 United-States <=50K
45.0 Private 242391.0 Bachelors 13.0 Married-civ-spouse Exec-managerial Husband White Male 0.0 0.0 40.0 United-States >50K
38.0 Private 277347.0 HS-grad 9.0 Married-civ-spouse Craft-repair Husband White Male 0.0 0.0 50.0 United-States <=50K
32.0 Private 157287.0 Bachelors 13.0 Married-civ-spouse Sales Husband White Male 0.0 0.0 40.0 United-States <=50K
59.0 Self-emp-not-inc 174056.0 Bachelors 13.0 Married-civ-spouse Sales Husband White Male 15024.0 0.0 40.0 United-States >50K
38.0 Federal-gov 338320.0 Prof-school 15.0 Married-civ-spouse Prof-specialty Husband White Male 0.0 1977.0 50.0 United-States >50K
51.0 Private 128143.0 Some-college 10.0 Married-civ-spouse Craft-repair Husband White Male 0.0 0.0 40.0 United-States >50K
58.0 Self-emp-not-inc 164065.0 Masters 14.0 Divorced Sales Not-in-family White Male 0.0 0.0 18.0 United-States <=50K
44.0 Private 175935.0 Doctorate 16.0 Married-civ-spouse Adm-clerical Husband White Male 0.0 0.0 55.0 United-States >50K
26.0 Private 156976.0 Assoc-voc 11.0 Separated Other-service Not-in-family Black Male 0.0 0.0 40.0 United-States <=50K
41.0 Self-emp-not-inc 129865.0 HS-grad 9.0 Married-civ-spouse Other-service Husband White Male 0.0 0.0 60.0 United-States <=50K
58.0 Private 131608.0 Some-college 10.0 Widowed Craft-repair Not-in-family White Male 0.0 0.0 40.0 United-States <=50K
36.0 Private 116358.0 Masters 14.0 Married-civ-spouse Exec-managerial Husband Asian-Pac-Islander Male 0.0 0.0 40.0 Taiwan >50K
45.0 Private 330535.0 HS-grad 9.0 Never-married Adm-clerical Not-in-family White Male 3325.0 0.0 40.0 United-States <=50K
50.0 Private 181139.0 Some-college 10.0 Never-married Farming-fishing Not-in-family White Male 0.0 0.0 40.0 United-States <=50K
60.0 Private 240521.0 HS-grad 9.0 Married-civ-spouse Craft-repair Husband White Male 7298.0 0.0 40.0 United-States >50K
31.0 State-gov 151763.0 Masters 14.0 Never-married Adm-clerical Not-in-family White Male 0.0 0.0 25.0 United-States <=50K
27.0 Federal-gov 188343.0 HS-grad 9.0 Separated Exec-managerial Unmarried Black Female 0.0 0.0 40.0 United-States <=50K
34.0 Private 193036.0 Some-college 10.0 Married-civ-spouse Adm-clerical Husband Black Male 0.0 0.0 40.0 United-States >50K
46.0 Private 174209.0 HS-grad 9.0 Divorced Exec-managerial Not-in-family White Male 0.0 0.0 45.0 United-States <=50K
23.0 Private 203240.0 Some-college 10.0 Never-married Other-service Not-in-family White Female 0.0 0.0 40.0 United-States <=50K
27.0 Self-emp-not-inc 229125.0 11th 7.0 Married-civ-spouse Craft-repair Husband White Male 0.0 0.0 40.0 United-States <=50K
20.0 Private 118462.0 HS-grad 9.0 Never-married Handlers-cleaners Own-child White Male 0.0 0.0 43.0 United-States <=50K
24.0 Private 265567.0 11th 7.0 Never-married Craft-repair Own-child White Male 0.0 0.0 35.0 United-States <=50K
25.0 Private 186925.0 Some-college 10.0 Never-married Other-service Not-in-family White Male 2597.0 0.0 48.0 United-States <=50K
46.0 Private 166003.0 11th 7.0 Married-civ-spouse Machine-op-inspct Husband White Male 0.0 0.0 40.0 United-States <=50K
24.0 Private 211345.0 Some-college 10.0 Never-married Other-service Own-child White Female 0.0 0.0 40.0 Mexico <=50K
41.0 Private 31221.0 HS-grad 9.0 Divorced Other-service Unmarried White Female 0.0 0.0 30.0 United-States <=50K
27.0 Private 214858.0 Bachelors 13.0 Never-married Sales Own-child White Male 0.0 0.0 40.0 United-States <=50K
57.0 Self-emp-not-inc 353808.0 Some-college 10.0 Married-civ-spouse Sales Husband White Male 0.0 0.0 60.0 United-States >50K
28.0 Private 369114.0 HS-grad 9.0 Separated Sales Other-relative White Female 0.0 0.0 40.0 United-States <=50K
31.0 Private 59083.0 Some-college 10.0 Married-civ-spouse Other-service Husband White Male 0.0 1672.0 50.0 United-States <=50K
53.0 Private 358056.0 11th 7.0 Divorced Other-service Unmarried White Female 0.0 0.0 40.0 United-States <=50K
24.0 Private 155818.0 Some-college 10.0 Never-married Sales Own-child White Female 0.0 0.0 40.0 United-States <=50K
29.0 Private 112754.0 Some-college 10.0 Never-married Craft-repair Own-child White Male 0.0 0.0 40.0 United-States <=50K
31.0 Private 259931.0 7th-8th 4.0 Married-civ-spouse Machine-op-inspct Husband White Male 0.0 0.0 40.0 United-States <=50K
47.0 Private 125892.0 Some-college 10.0 Married-civ-spouse Craft-repair Husband White Male 0.0 0.0 75.0 United-States >50K
44.0 Local-gov 33068.0 12th 8.0 Married-civ-spouse Craft-repair Husband White Male 0.0 0.0 55.0 United-States <=50K
53.0 Self-emp-not-inc 279129.0 Some-college 10.0 Married-civ-spouse Farming-fishing Husband White Male 0.0 0.0 30.0 United-States <=50K
24.0 Federal-gov 44075.0 Bachelors 13.0 Never-married Prof-specialty Not-in-family Asian-Pac-Islander Male 0.0 0.0 40.0 United-States <=50K
45.0 Private 183168.0 Bachelors 13.0 Divorced Exec-managerial Unmarried White Female 0.0 0.0 40.0 United-States <=50K
43.0 Private 334946.0 HS-grad 9.0 Married-civ-spouse Handlers-cleaners Husband Black Male 0.0 0.0 40.0 United-States <=50K
33.0 Private 262439.0 HS-grad 9.0 Married-civ-spouse Adm-clerical Wife White Female 0.0 0.0 35.0 United-States >50K
41.0 Self-emp-inc 139916.0 Assoc-voc 11.0 Married-civ-spouse Sales Husband Other Male 0.0 2179.0 84.0 Mexico <=50K
38.0 Self-emp-not-inc 200153.0 HS-grad 9.0 Married-civ-spouse Craft-repair Husband White Male 0.0 0.0 60.0 United-States <=50K
30.0 Private 179446.0 HS-grad 9.0 Separated Adm-clerical Unmarried White Female 0.0 0.0 40.0 United-States <=50K
43.0 Private 598606.0 9th 5.0 Separated Handlers-cleaners Unmarried Black Female 0.0 0.0 50.0 United-States <=50K
50.0 Self-emp-not-inc 44368.0 HS-grad 9.0 Married-civ-spouse Sales Husband White Male 15024.0 0.0 55.0 El-Salvador >50K
36.0 Private 163396.0 Assoc-voc 11.0 Married-civ-spouse Prof-specialty Wife White Female 0.0 0.0 40.0 United-States >50K
24.0 Private 278130.0 Bachelors 13.0 Never-married Prof-specialty Not-in-family White Male 0.0 0.0 40.0 United-States <=50K
31.0 Private 332379.0 Some-college 10.0 Married-spouse-absent Transport-moving Unmarried White Male 0.0 0.0 50.0 United-States <=50K
33.0 Private 170651.0 HS-grad 9.0 Never-married Other-service Own-child White Female 1055.0 0.0 40.0 United-States <=50K
30.0 Private 55291.0 Bachelors 13.0 Married-civ-spouse Prof-specialty Husband White Male 0.0 0.0 40.0 United-States >50K
23.0 Private 407684.0 9th 5.0 Never-married Machine-op-inspct Other-relative White Female 0.0 0.0 40.0 Mexico <=50K
21.0 Private 344891.0 Some-college 10.0 Never-married Adm-clerical Own-child Asian-Pac-Islander Male 0.0 0.0 20.0 United-States <=50K
