-1.0 State-gov 77516.0 Bachelors -1.0 Never-married NAN NAN White Male 2174.0 0.0 40.0 United-States NAN
50.0 Self-emp-not-inc -1.0 Bachelors 13.0 Married-civ-spouse Exec-managerial Husband White Male 0.0 0.0 -1.0 United-States <=50K
38.0 Private -1.0 HS-grad 9.0 Divorced NAN Not-in-family White Male 0.0 0.0 40.0 United-States <=50K
-1.0 Private 234721.0 11th 7.0 Married-civ-spouse Handlers-cleaners Husband Black Male 0.0 -1.0 40.0 NAN <=50K
28.0 Private 338409.0 Bachelors -1.0 NAN Prof-specialty Wife Black NAN 0.0 0.0 40.0 Cuba <=50K
37.0 Private 284582.0 NAN 14.0 Married-civ-spouse Exec-managerial Wife White Female 0.0 0.0 40.0 United-States <=50K
49.0 Private 160187.0 9th 5.0 Married-spouse-absent Other-service Not-in-family Black Female 0.0 0.0 16.0 Jamaica NAN
52.0 Self-emp-not-inc -1.0 HS-grad -1.0 Married-civ-spouse Exec-managerial Husband White Male 0.0 -1.0 45.0 NAN >50K
31.0 Private 45781.0 Masters 14.0 Never-married Prof-specialty Not-in-family White Female 14084.0 -1.0 50.0 United-States >50K
42.0 NAN 159449.0 NAN 13.0 Married-civ-spouse Exec-managerial Husband White Male -1.0 0.0 40.0 United-States >50K
37.0 Private 280464.0 Some-college 10.0 Married-civ-spouse Exec-managerial Husband Black NAN 0.0 -1.0 80.0 United-States >50K
-1.0 State-gov 141297.0 Bachelors 13.0 Married-civ-spouse Prof-specialty Husband NAN Male 0.0 0.0 40.0 India >50K
23.0 Private 122272.0 Bachelors 13.0 Never-married Adm-clerical Own-child NAN NAN 0.0 0.0 30.0 United-States <=50K
32.0 Private 205019.0 Assoc-acdm 12.0 Never-married Sales Not-in-family Black Male 0.0 0.0 50.0 United-States <=50K
34.0 Private -1.0 7th-8th -1.0 Married-civ-spouse NAN NAN Amer-Indian-Eskimo Male 0.0 0.0 -1.0 Mexico <=50K
25.0 Self-emp-not-inc -1.0 HS-grad 9.0 Never-married Farming-fishing Own-child NAN Male 0.0 -1.0 -1.0 United-States NAN
32.0 Private 186824.0 HS-grad 9.0 Never-married Machine-op-inspct Unmarried White Male 0.0 0.0 40.0 United-States <=50K
38.0 Private 28887.0 11th 7.0 Married-civ-spouse NAN Husband White NAN 0.0 0.0 -1.0 United-States <=50K
43.0 Self-emp-not-inc -1.0 Masters 14.0 Divorced Exec-managerial Unmarried White Female 0.0 0.0 45.0 United-States >50K
40.0 Private 193524.0 Doctorate 16.0 Married-civ-spouse Prof-specialty Husband White Male 0.0 0.0 60.0 United-States >50K
